"","X.1","X","domain","visits","pageviews","users","pageviews_per_session","avg_session_duration","exits","url","category","scraper_url","status","n_errors","n_lp","n_pp","error_bin","clean_150","Flesch_Kincaid","Gunning_Fog_Index","Coleman_Liau","SMOG","Automated_Readability_Index","Average_Grade_Level","adj_gl"
"62",62,62,"mx.usembassy.gov",979515,2808325,661627,2.867056656,195.6353256,960365,"http://usembassy.gov","Travel and Transportation","https://mx.usembassy.gov/visas/","FAIL",2,14,65,"0-10 errors"," Alerts and Messages for U.S. visitors to Mexico. U.S. Citizens with emergencies, please call 01 55 5080 2000 Outside of Office Hours, contact: 01 55 5080 2000 Outside of Mexico:+52 5080 2000 The HLED meets annually at the cabinet level, and builds on and promotes sustained progress in a range of existing successful bilateral dialogues and working groups. Learn more about quality higher education opportunities in the U.S. that you will not find anywhere else in the world. American Spaces support the foundation of public diplomacy by creating a place for in person engagement with foreign audiences. The Department of State, represented by the Embassy of the U.S in Mexico and SEP, in collaboration with the private sector, offer for the 6 year the program Jóvenes en Acción Paseo de la Reforma 305 Colonia Cuauhtemoc 06500 Mexico, D.F. Phone: 01 55 5080 2000 Fax: 01 55 5080 2005 The",11.8814285714286,17.0017857142857,15.4265625,15.1511010813508,14,14.692175573413,8
"63",63,63,"nsopw.gov",1135586,6298385,647265,5.546374295,298.0531074,1135586,"http://nsopw.gov","Law Enforcement and Justice","https://www.nsopw.gov/en/Home/About","FAIL",27,14,195,"20-29 errors"," First established in 2005 as the National Sex Offender Public Registry NSOPR , NSOPW was renamed by the Adam Walsh Child Protection and Safety Act of 2006 in honor of 22 year old college student Dru Sjodin of Grand Forks, North Dakota, a young woman who was kidnapped and murdered by a sex offender who was registered in Minnesota. NSOPW is the only U.S. government Website that links public state, territorial, and tribal sex offender registries from one national search site. Parents, employers, and other concerned residents can utilize the Website’s search tool to identify location information on sex offenders residing, working, and attending school not only in their own neighborhoods but in other nearby states and communities. In addition, the Website provides visitors with information about sexual abuse and how to protect themselves and loved ones from potential victimization. NSOPW’s advanced search tool provides information about sex offenders",16.0803448275862,20.9793103448276,15.3368275862069,18.0261197019404,18,17.6845204921122,11
"64",64,64,"womenshealth.gov",748759,969940,646307,1.295396783,42.38235534,750674,"http://womenshealth.gov","Health","https://www.womenshealth.gov/about-us/who-we-are/vision-mission-goals-and-history","FAIL",23,35,871,"20-29 errors"," All A Z health topics All A Z health topics All A Z health topics View all pages in this section View all pages in this section All A Z health topics All A Z health topics All A Z health topics View all pages in this section View all pages in this section About us PDF, 345 KB View All women and girls achieve the best possible health. Provide national leadership and coordination to improve the health of women and girls through policy, education, and model programs. The U.S. Department of Health and Human Services' HHS Office on Women's Health OWH was established in 1991 to improve the health of U.S. women by advancing and coordinating a comprehensive women's health agenda. During the early 1990s, OWH focused on developing women's health as a specialized issue for government action and attention alongside efforts by partner organizations. These issues included",11.7964965986395,14.9700680272109,11.2318367346939,13.5591,13,12.9115002721088,6
"65",65,65,"export.gov",794719,1351979,627158,1.701203822,134.8951252,789931,"http://export.gov","Money and Business","https://www.export.gov/ITA","FAIL",3,1,3,"0-10 errors"," ITA is the premier resource and key partner for American companies competing in the global marketplace. Search: $ ' search button3' .on 'click', function e { var query, url; e.preventDefault ; query = encodeURIComponent $ ' search3' .val ; url = ' search search?q='+query; return window.location.replace url ; } ; How to Export eCommerce Export Education Finding Foreign Markets Legal Considerations Logistics Financial Considerations Product Preparation Trade Agreement Guides eCommerce Export Education Finding Foreign Markets Legal Considerations Logistics Financial Considerations Product Preparation Trade Agreement Guides Customized Services Services for U.S. Exporters Plan and Assess Promote and Expand Locations Services for U.S. Exporters Plan and Assess Promote and Expand Locations Market Intelligence Find Market Intelligence Export Guides Industry Information Trade Leads Trade Data & Analysis Find Market Intelligence Export Guides Industry Information Trade Leads Trade Data & Analysis Events Events and Trade Missions Webinars Events and Trade Missions Webinars Trade",17.0992016806723,20.418487394958,21.5017647058823,17.2880205096999,19,19.0614948582425,11
"66",66,66,"ice.gov",806209,1561670,624285,1.937053543,154.4476631,774611,"http://ice.gov","Law Enforcement and Justice","https://www.ice.gov/about","PASS",0,0,0,"0-10 errors"," Report Crimes: Email or Call 1 866 DHS 2 ICE ICE consists of three directorates to accomplish the agency’s mission, including Homeland Security Investigations HSI , Enforcement and Removal Operations ERO and Management and Administration M&A . ICE executes its mission through the enforcement of more than 400 federal statutes, and focuses on smart immigration enforcement, preventing terrorism and combating the illegal movement of people and trade. read more ICE's primary mission is to promote homeland security and public safety through the criminal and civil enforcement of federal laws governing border control, customs, trade and immigration. Catch up on ICE’s most popular news stories from the week ending March 25, 2016 ICE executes its mission through the enforcement of more than 400 federal statutes, focusing on preventing terrorism, immigration enforcement and combating transnational crime. Fact Sheets > Frequently Asked Questions > Share U.S. Immigration and Customs Enforcement ICE enforces",15.461618705036,21.3529976019185,18.4138129496403,18.2436059462756,18,18.2944070405741,11
"67",67,67,"sam.gov",2147655,58047975,608965,27.0285381,736.2101213,2146698,"http://sam.gov","Money and Business","https://www.sam.gov/portal/SAM/?navigationalstate=JBPNS_rO0ABXdcACJqYXZheC5mYWNlcy5wb3J0bGV0YnJpZGdlLlNUQVRFX0lEAAAAAQApdmlldzowMTJhYTZjOC1lYTAzLTQzNWYtOTZiMC05Y2MwYTE3NzFmMjAAB19fRU9GX18*&portal:componentId=8c36e6ab-299f-4618-9947-8d7e71dd6130&interactionstate=JBPNS_rO0ABXdHABBfanNmQnJpZGdlVmlld0lkAAAAAQAmL2pzZi9nZW5lcmFsSW5mby9zYW1HZW5lcmFsSW5mb05hdi5qc3AAB19fRU9GX18*&portal:type=action##11","FAIL",77,48,379,"70-79 errors"," tIf you are registering a new entity in SAM.gov, you must provide an original, signed t notarized letter tstating that you are the authorized Entity Administrator before your registration will be activated. Read tour FAQs tto learn more about this process change. t t t t t There is no cost to use SAM. You can use this site for FREE to: Start by creating a SAM user account. After creating your SAM user account, log in to register to do business with the U.S. government. Do a public search for existing entity registration records or exclusion records. Federal users can log in to see additional information. IBM v1.P.12.20180406 1123 WWW8 t t tThis is a U.S. General Services Administration Federal Government computer system that is FOR OFFICIAL USE ONLY. This system is subject to monitoring. t t tIndividuals found performing unauthorized activities are subject to disciplinary action including",9.67835380835381,14.5710073710074,11.0821621621622,13.1726686341604,8,11.3008383951368,5
"68",68,68,"fbo.gov",2037544,15248066,595560,7.483551766,431.9158345,2034671,"http://fbo.gov","Money and Business","https://www.fbo.gov/?s=main&mode=list&tab=list&tabmode=list","FAIL",8,22,279,"0-10 errors"," Users of assistive technologies such as screen readers should use the following link to activate Accessibility Mode before continuing: Learn more and Activate accessibility mode. ATTENTION: The U.S. Small Business Administration SBA updated its Table of Small Business Size Standards adopting the Office of Management and Budget's 2017 revision of the North American Industry Classification System NAICS effective October 1, 2017. The revised NAICS Codes and their corresponding size standards are available for use in FBO. The updated table of size standards is available on SBA's website at www.sba.gov size. SAM.gov REGISTRATION IS FREE: There is NO FEE to register, or maintain your registration, in the System for Award Management SAM.gov . If you receive an email from a company claiming to represent SAM.gov, be cautious. If you get an e mail from a company offering to help you register in SAM.gov asking you to contact them and pay",11.2164367816092,15.272030651341,13.5470344827586,13.9011576802516,11,12.9873319191921,6
"69",69,69,"nsf.gov",904830,2617784,515131,2.893122465,176.6243957,906745,"http://nsf.gov","Children and Education","https://nsf.gov/about/","FAIL",8,17,605,"0-10 errors"," rThe National Science Foundation NSF is an independent federal agency created by Congress in 1950 to promote the progress of science; to advance the national health, prosperity, and welfare; to secure the national defense... NSF is vital because we support basic research and people to create knowledge that transforms the future. This type of support: With an annual budget of $7.5 billion FY 2017 , we are the funding source for approximately 24 percent of all federally supported basic research conducted by America's colleges and universities. In many fields such as mathematics, computer science and the social sciences, NSF is the major source of federal backing. MORE rHow NSF determines which research has the greatest potential and would be the most fruitful investment of taxpayer dollars, NSF's Merit Review Process. View a two minute video overview of rNSF's mission and focus. And, a five minute video about NSF support",12.0353571428571,15.1730158730159,13.8352777777778,13.9251756759111,13,13.5937652939124,7
"70",70,70,"stopbullying.gov",645350,1198780,512258,1.857565662,146.4228171,644392,"http://stopbullying.gov","Children and Education","https://www.stopbullying.gov/about-us/index.html","FAIL",4,12,297,"0-10 errors"," An official website of the United States government The .gov means it’s official. Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site. This site is secure. The https: ensures that you are connecting to the official website and that any information you provide is encrypted and transmitted securely. StopBullying.gov provides information from various government agencies on what bullying is, what cyberbullying is, who is at risk, and how you can prevent and respond to bullying. Content for this website is provided by the partners on the StopBullying.gov Editorial Board. The StopBullying.gov coordinates closely with the Federal Partners in Bullying Prevention Steering Committee, an interagency effort led by the Department of Education that works to coordinate policy, research, and communications on bullying topics. The Federal Partners include representatives from the U.S. Departments of Agriculture, Defense, Education, Health and",10.7028590604027,16.053870246085,14.7242953020134,13.0238667986669,10,12.9009782814336,6
"71",71,71,"medicaid.gov",630987,1236123,498854,1.959030852,109.2868807,629072,"http://medicaid.gov","Health","https://www.medicaid.gov/about-us/index.html","FAIL",17,18,935,"10-19 errors"," An official website of the United States government The Center for Medicaid and CHIP Services CMCS is one of six Centers within the Centers for Medicare & Medicaid Services CMS , an agency of the U.S. Department of Health and Human Services HHS . CMCS serves as the focal point for all the national program policies and operations for three important, state based health coverage programs: Together, these three programs provide an important foundation for maintaining the health of our nation. A federal government managed website by theCenters for Medicare & Medicaid Services.7500 Security Boulevard Baltimore, MD 21244 Federal Policy Guidance Medicaid State Medicaid & CHIP Profiles Medicaid State Plan Amendments Access to Care Access Monitoring Review Plans t t t Program Integrity National Correct Coding Initiative t t t Indian Health and Medicaid History Indian Health Care Improvement Act American Recovery & Reinvestment Act Tribal Affairs Guidance &",19.7737411347518,27.1496453900709,16.6385815602837,22.50196517271,22,21.6127866515633,11
"72",72,72,"foodsafety.gov",560133,798549,480661,1.425641767,82.34359518,557261,"http://foodsafety.gov","Consumer Safety","https://www.foodsafety.gov/about/","FAIL",6,19,356,"0-10 errors"," About: FoodSafety.gov is the gateway to food safety information provided by government agencies. According to the Key Findings of the Food Safety Working Group: The federal government will enhance www.foodsafety.gov to better communicate information to the public and include an improved individual alert system allowing consumers to receive food safety information, such as notification of recalls. Agencies will also use social media to expand public communications. The Food Safety and Inspection Service FSIS of the U.S. Department of Agriculture, the U.S. Food and Drug Administration FDA , and the Centers for Disease Control and Prevention CDC serve important roles in ensuring food safety in the United States. More > During an investigation of foodborne illness or a recall, federal government agencies may work with state agencies such as the state department of public health. Get information about your state… More > Blog Multimedia News Español Home t tRecalls &",11.2947021943574,15.2037617554859,14.5986206896552,13.4638468632411,11,13.1121863005479,7
"73",73,73,"energystar.gov",1291657,1906367,449064,1.475908078,46.69014839,1288785,"http://energystar.gov","Consumer Safety","https://www.energystar.gov/about","FAIL",71,18,943,"70-79 errors"," ENERGY STAR products are independently certified to save energy without sacrificing features or functionality. Saving energy helps prevent climate change. Look for the ENERGY STAR label to save money on your energy bills and help protect our environment. Improving your home's energy efficiency with ENERGY STAR can help to lower high energy bills, improve comfort and reduce greenhouse gas emissions. Learn about the many ways to save in your home and track your progress with My ENERGY STAR your new dashboard to savings. A new home or apartment that has earned the ENERGY STAR label has undergone a process of inspections, testing, and verification to meet strict requirements set by the US EPA. ENERGY STAR certified homes and apartments use significantly less energy than typical new homes and apartments while delivering better comfort, quality, and durability. Improve financial performance and reduce carbon emissions with EPA's strategic energy management approach.",12.7463003355705,17.9197986577181,14.6153020134228,15.7425022472131,13,14.8047806507849,8
"74",74,74,"fdic.gov",743014,1566458,435659,2.108248297,216.3105904,741099,"http://fdic.gov","Consumer Safety","https://www.fdic.gov/about/strategic/strategic/index.html","FAIL",24,27,738,"20-29 errors"," Online tool that helps how the insurance rules rand limits apply to a depositor's specific group rof deposit accounts what's insured and what rportion if any exceeds coverage limits at that rbank. Learn if your bank is insured, view locations, track history, and more. The secure Internet channel for FDIC insured institutions to conduct business and exchange information with the FDIC. The inventory of other assets for sale including office furniture, fixtures, and equipment. Subscribe I am pleased to present the FDIC Strategic Plan, 2018 2022, which was approved by the Board of Directors on January 25, 2018. The plan has been updated in accordance with the requirements of the Government Performance and Results Act GPRA of 1993 as amended and the GPRA Modernization Act of 2010, and supersedes the FDIC Strategic Plan, 2015 2019, which was approved in April 2015. The plan sets forth the FDIC’s long term",10.78,14.8571428571429,13.968,13.7070506521821,13,13.262438701865,7
"75",75,75,"jfklibrary.org",492151,930683,417467,1.89105173,112.437762,492151,"http://jfklibrary.org","Children and Education","https://www.jfklibrary.org/About-Us/About-the-JFK-Library.aspx","FAIL",34,24,349,"30-39 errors"," The John F. Kennedy Presidential Library and Museum is dedicated to the memory of our nation's thirty fifth president and to all those who through the art of politics seek a new and better world. Located on a ten acre park, overlooking the sea that he loved and the city that launched him to greatness, the Library stands as a vibrant tribute to the life and times of John F. Kennedy. Come tour our Museum which portrays the life, leadership, and legacy of President Kennedy, conveys his enthusiasm for politics and public service, and illustrates the nature of the office of the President. Students and scholars can also arrange to conduct research using our collection of historical materials chronicling mid 20th century politics and the life and administration of John F. Kennedy. The John F. Kennedy Presidential Library and Museum is one of 14 Presidential Libraries administered by the",15.5764324324324,21.5697297297297,12.162972972973,18.4580068103371,16,16.7534283890945,10
"76",76,76,"catalog.usmint.gov",656840,3457505,409807,5.263846599,187.4445405,689395,"http://usmint.gov","Home, Community, and Work","https://www.usmint.gov/about","FAIL",10,19,477,"10-19 errors"," Since our institution’s founding in 1792, the Mint has taken great pride in rendering the story of our nation in coins. To hold a coin or medal produced by the Mint is to connect to the founding principles of our nation and the makings of our economy. The Mint is the nation’s sole manufacturer of legal tender coinage and is responsible for producing circulating coinage for the nation to conduct its trade and commerce. The Mint also produces coin related products, including proof, uncirculated, and commemorative coins; Congressional Gold Medals; and silver and gold bullion coins. The Mint’s programs are self sustaining and operate at no cost to the taxpayer. Browse our History section to learn about the Mint’s history as one of the oldest agencies in the federal government. The mission of the Mint is to serve the American people by manufacturing and distributing circulating, precious metal and",11.9592277992278,15.2138996138996,12.2,13.9251756759111,12,13.0596606178077,7
"77",77,77,"ready.gov",499811,968025,406934,1.936782104,117.3352527,497896,"http://ready.gov","Home, Community, and Work","https://www.ready.gov/about-us","FAIL",2,15,290,"0-10 errors"," Launched in February 2003, Ready is a National public service campaign designed to educate and empower the American people to prepare for, respond to and mitigate emergencies, including natural and man made disasters. The goal of the campaign is to promote preparedness through public involvement. Ready and its Spanish language version Listo ask individuals to do four key things: 1 stay informed about the different types of emergencies that could occur and their appropriate responses 2 make a family emergency plan and 3 build an emergency supply kit, and 4 get involved in your community by taking action to prepare for emergencies. Share: Official website of the Department of Homeland Security Be Informed Plan Ahead Take Action Kids ••• Build a KitBusinessPublicationsEmergency AlertsPreparedness PortalPreparedness Messaging CalendarSocial Media Preparedness ToolkitsPreparedness NewsLanguagesAbout Us Build a Kit Business Publications Emergency Alerts Preparedness Portal Preparedness Messaging Calendar Social Media Preparedness Toolkits Preparedness News",23.2928496503497,26.327972027972,20.6257342657343,21.8595912508989,26,23.621229438991,11
"78",78,78,"pay.gov",540983,5828256,393529,10.77345499,857.9011873,540983,"http://pay.gov","Money and Business","https://pay.gov/WebHelp/HTML/about.html","CONDITIONAL PASS",0,1,3,"0-10 errors"," Pay.gov makes it easy to make and manage payments to many, but not all, United States Government agencies. Making a payment is like making any online purchase, but first you must choose the agency paid and what you are paying for. Anyone individuals and businesses , anywhere, can use Pay.gov. An agency is any U.S. Government organization that accepts online payments through Pay.gov, including U.S. courts, national parks, Veterans Affairs, the Small Business Administration, and others. Make payments, including one time and automatic recurring payments. Make donations, such as for disaster relief. Manage payments by tracking payment history and status. Store and manage information used repeatedly, such as your name, address and credit card number. rClick here for a list of what you can and cannot pay. r Pay.gov only accepts Payments on behalf of an agency and sends them out for processing. Pay.gov only keeps track of payments",8.07555984555985,10.9853281853282,11.4356756756757,10.7630783206399,7,9.65192840544072,3
"79",79,79,"fws.gov",519918,1070476,379167,2.05893237,119.379456,518003,"http://fws.gov","Home, Community, and Work","https://www.fws.gov/help/about_us.html","FAIL",4,18,537,"0-10 errors"," Functions. Here are a few of the ways we try to meet our mission: We manage the 150 million acre National Wildlife Refuge System of more than 560 National Wildlife Refuges and thousands of small wetlands and other special management areas. Under the Fisheries program we also operate 70 National Fish Hatcheries, 65 fishery resource offices and 86 ecological services field stations. The vast majority of fish and wildlife habitat is on non Federal lands. Voluntary habitat protection and restoration programs like the Partners for Fish and Wildlife Program and the Coastal Program and other partnership programs are the primary ways we deliver habitat conservation on public and private lands. The Service employs approximately 9,000 people at facilities across the U.S. The Service is a decentralized organization with a headquarters office in Washington, D.C., with regional and field offices across the country. Our organizational chart shows structure and also",12.6083129370629,15.8213286713287,15.5213986013986,14.3746522874601,13,14.2651384994501,8
"80",80,80,"usaid.gov",645350,1621992,363847,2.513352444,233.1987619,647265,"http://usaid.gov","Travel and Transportation","https://www.usaid.gov/who-we-are/mission-vision-values","FAIL",11,21,512,"10-19 errors"," Our Mission: On behalf of the American people, we promote and demonstrate democratic values abroad, and advance a free, peaceful, and prosperous world. In support of America's foreign policy, the U.S. Agency for International Development leads the U.S. Government's international development and disaster assistance through partnerships and investments that save lives, reduce poverty, strengthen democratic governance, and help people emerge from humanitarian crises and progress beyond assistance. Our objective is to support partners to become self reliant and capable of leading their own development journeys. We make progress toward this by reducing the reach of conflict, preventing the spread of pandemic disease, and counteracting the drivers of violence, instability, transnational crime and other security threats. We promote American prosperity through investments that expand markets for U.S. exports; create a level playing field for U.S. businesses; and support more stable, resilient, and democratic societies. We stand with people when disaster",14.5677768456376,18.456711409396,17.3777181208054,16.0618794286456,15,16.2928171608969,10
"81",81,81,"ada.gov",468214,822486,357145,1.756645466,105.7320541,471086,"http://ada.gov","Home, Community, and Work","https://www.ada.gov/2010_regs.htm","FAIL",27,7,339,"20-29 errors"," TEXT OF THE ADAAs Amended r PDF STATE AND LOCAL GOVERNMENTSTITLE II PDF PUBLIC ACCOMMODATIONSTITLE III PDF ADA STANDARDS FOR ACCESSIBLE DESIGN PDF REGULATORY DEVELOPMENT r TITLE III r CIVIL PENALTIES INFLATION ADUSTMENT The Attorney General has responsibility for publishing regulations implementing the requirements of title II state and local government services and title III public accommodations and commercial facilities of the ADA. These regulations are codified in the Code of Federal Regulations CFR at 28 CFR parts 35 title II and 36 title III . The Department’s current ADA regulations can also be found below: Title II State and Local Governments HTML | PDF Title III Public Accommodations and Commercial Facilities HTML | PDF The Department originally published its ADA title II and title III regulations on July 26, 1991, including the 1991 ADA Accessibility Guidelines 1991 Standards . On September 15, 2010 the Department published final regulations",20.5261764705882,24.7764705882353,18.2202941176471,20.7369665658279,23,21.4519815484597,11
"82",82,82,"privacyshield.gov",407892,923980,354272,2.265256489,101.1759951,406934,"http://privacyshield.gov","Consumer Safety","https://www.privacyshield.gov/Program-Overview","FAIL",3,1,3,"0-10 errors"," Privacy Shield Program Overview The EU U.S. and Swiss U.S. Privacy Shield Frameworks were designed by the U.S. Department of Commerce, and the European Commission and Swiss Administration, respectively, to provide companies on both sides of the Atlantic with a mechanism to comply with data protection requirements when transferring personal data from the European Union and Switzerland to the United States in support of transatlantic commerce. On July 12, 2016, the European Commission deemed the EU U.S. Privacy Shield Framework adequate to enable data transfers under EU law see the adequacy determination . On January 12, 2017, the Swiss Government announced the approval of the Swiss U.S. Privacy Shield Framework as a valid legal mechanism to comply with Swiss requirements when transferring personal data from Switzerland to the United States. See the statements from the Swiss Federal Council and Swiss Federal Data Protection and Information Commissioner. The Privacy Shield",12.1372222222222,18.0666666666667,15.6291666666667,15.4700424275458,13,14.8606195966203,8
"83",83,83,"atf.gov",438532,1407514,339910,3.20960386,173.7028609,438532,"http://atf.gov","Consumer Safety","https://www.atf.gov/about","FAIL",23,21,491,"20-29 errors"," Subscribe to receive news and update from the Bureau of Alcohol, Tobacco, Firearms and Explosives ATF protects the public from crimes involving firearms, explosives, arson, and the diversion of alcohol and tobacco products; regulates lawful commerce in firearms and explosives; and provides worldwide support to law enforcement, public safety, and industry partners. A world class law enforcement organization committed to safeguarding lives by protecting the public from violent crime. We pledge an unwavering personal and organizational commitment to: PEOPLE PARTNERSHIPS JUSTICE Subscribe to receive news and update from the Bureau of Alcohol, Tobacco, Firearms and Explosives Keep up with the latest ATF updates: facebook twitter instagram youtube email Who We AreAboutExecutive StaffOrganization StructureOur HistoryRemembering WacoContactHeadquartersMedia ContactsLicensing ServicesHotlinesCareersSpecial AgentIO InvestigatorAttorneysProfessional TechnicalLocal ATF OfficesMiamiHoustonLos AngelesInternational Offices AboutExecutive StaffOrganization StructureOur HistoryRemembering Waco Executive Staff Organization Structure Our History Remembering Waco ContactHeadquartersMedia ContactsLicensing ServicesHotlines Headquarters Media Contacts Licensing Services Hotlines CareersSpecial AgentIO InvestigatorAttorneysProfessional",34.3559060402685,35.7055928411633,29.8153020134228,28.4634819739105,40,33.668056573753,11
"84",84,84,"ahrq.gov",428957,939300,337995,2.189729973,126.7230911,425127,"http://ahrq.gov","Health","https://www.ahrq.gov/cpi/about/profile/index.html","FAIL",4,15,461,"0-10 errors"," In Promoting Research and Practice Improvement, Arlene S. Bierman, M.D., Director of AHRQ's Center for Evidence and Practice Improvement, discusses how the center's work helps to improve the quality of health care that patients receive. In Improving Health Care Practice, David Meyers, M.D., Chief Medical Officer, discusses how AHRQ is working to improve the quality of care patients receive. In Making Health Care Safer, Jeff Brady, M.D., M.P.H., Director of AHRQ's Center for Quality Improvement and Patient Safety, discusses moving toward a safer health care system. Select for print version PDF, 258 KB . In 1999, an Institute of Medicine report, To Err Is Human, documented serious patient safety problems in our health care system. In the intervening years, AHRQ has led the Nation in responding to those issues and improving the safety of health care. Using AHRQ's research and how to tools, the U.S. health care system prevented",10.7425048923679,14.6442270058708,12.9057534246575,13.7070506521821,13,12.9999071950157,6
"85",85,85,"deadiversion.usdoj.gov",498854,1048454,331292,2.101725154,152.8750957,497896,"http://usdoj.gov","Law Enforcement and Justice","https://www.justice.gov/about","PASS",0,0,0,"0-10 errors"," To enforce the law and defend the interests of the United States according to the law; to ensure public safety against threats foreign and domestic; to provide federal leadership in preventing and controlling crime; to seek just punishment for those guilty of unlawful behavior; and to ensure fair and impartial administration of justice for all Americans. The Office of the Attorney General was created by the Judiciary Act of 1789 ch. 20, sec. 35, 1 Stat. 73, 92 93 , as a one person part time position. The Act specified that the Attorney General was to be learned in the law, with the duty to prosecute and conduct all suits in the Supreme Court in which the United States shall be concerned, and to give his advice and opinion upon questions of law when required by the President of the United States, or when requested by the heads of",11.9274113475177,17.0595744680851,11.1310638297872,15.247664890283,12,13.4731429071346,7
"86",86,86,"hiv.gov",390657,600348,326505,1.536764988,114.55389,390657,"http://hiv.gov","Health","https://www.hiv.gov/hiv-basics/overview/about-hiv-and-aids/what-are-hiv-and-aids","FAIL",1,15,1972,"0-10 errors"," HIV is a virus spread through certain body fluids that attacks the body’s immune system, specifically the CD4 cells, often called T cells. Over time, HIV can destroy so many of these cells that the body can’t fight off infections and disease. These special cells help the immune system fight off infections. Untreated, HIV reduces the number of CD4 cells T cells in the body. This damage to the immune system makes it harder and harder for the body to fight off infections and some other diseases. Opportunistic infections or cancers take advantage of a very weak immune system and signal that the person has AIDS. Learn more about the stages of HIV and how to know whether you’re infected. HIV stands for human immunodeficiency virus. It is the virus that can lead to acquired immunodeficiency syndrome, or AIDS, if not treated. Unlike some other viruses, the human body",8.20495973154363,9.98684563758389,9.99543624161073,10.1257567015968,8,9.26259966246702,3
"87",87,87,"catalog.data.gov",417467,1269635,321717,3.041282305,175.0961944,417467,"http://data.gov","Home, Community, and Work","https://www.data.gov/about","FAIL",54,28,294,"50-59 errors"," About Data.gov Get Data on Data.gov Data.gov Search & Feedback Data.gov is managed and hosted by the U.S. General Services Administration, Technology Transformation Service.Top Data.gov is powered by two open source applications, CKAN and WordPress, and it is developed publicly on GitHub. Learn how you can contribute to Data.gov and these larger open source projects here.Top Data.gov follows the Project Open Data schema a set of required fields Title, Description, Tags, Last Update, Publisher, Contact Name, etc. for every data set displayed on Data.gov.Top On the Metrics page, users can get detailed information about the composition of the total number of datasets on Data.gov. The total number of datasets, available on the Metrics page and on the main Data.gov and Catalog pages, is a number that changes frequently. Because the Data.gov catalog is updated on a nightly basis, the total number is subject to change as agencies add or",9.23583783783784,13.1358558558559,11.4343243243243,11.7298983350384,7,10.5071832706113,4
"88",88,88,"dea.gov",385869,893340,317887,2.315138039,95.61300856,385869,"http://dea.gov","Law Enforcement and Justice","https://www.dea.gov/about/mission.shtml","FAIL",2,1,7,"0-10 errors"," The mission of the r r Drug Enforcement Administration DEA is to enforce the controlled substances r r laws and regulations of the United States and bring to the criminal and r r civil justice system of the United States, or any other competent jurisdiction, r r those organizations and principal members of organizations, involved in r r the growing, manufacture, or distribution of controlled substances appearing r r in or destined for illicit traffic in the United States; and to recommend r r and support non enforcement programs aimed at reducing the availability r r of illicit controlled substances on the domestic and international markets. r r r r In carrying out its r r mission as the agency responsible for enforcing the controlled substances r r laws and regulations of the United States, the DEA's primary responsibilities r r include: r r r t t t r",33.7456040268456,39.1959731543624,11.6636241610738,27.0272322491947,38,29.9264867182953,11
"89",89,89,"peacecorps.gov",444276,1848918,304483,4.161642763,246.9118949,445234,"http://peacecorps.gov","Home, Community, and Work","https://www.peacecorps.gov/about/leadership/","FAIL",23,29,396,"20-29 errors"," The President of the United States appoints the Peace Corps Director and deputy director, and the appointments must be confirmed by the U.S. Senate. Read more about the past directors of the Peace Corps. Initially established by President John F. Kennedy by Executive Order on March 1, 1961, the Peace Corps was formally authorized by the Congress on September 22, 1961, with passage of the Peace Corps Act. The Peace Corps enjoys bipartisan support in Congress. Senators and representatives from both parties have served as Volunteers. The Senate Committee on Foreign Relations and House Committee on Foreign Affairs are charged with general oversight of the activities and programs of the Peace Corps. The Peace Corps' annual budget is determined each year by the congressional budget and appropriations process. Funding for the Peace Corps is included in the State, Foreign Operations, and Related Programs Appropriations bill. Generally, the Peace Corps",9.93706896551724,15.1793103448276,14.1539310344828,13.6628836507116,11,12.7866387991078,6
"90",90,90,"healthfinder.gov",371507,633860,298738,1.706185886,67.35052368,374380,"http://healthfinder.gov","Health","https://healthfinder.gov/aboutus/","FAIL",28,25,350,"20-29 errors"," Find us on: Welcome to healthfinder.gov, a government website where you will find information and tools to help you and those you care about stay healthy. When making decisions about your health, it’s important to know where to go to get the latest, most reliable information. healthfinder.gov has resources on a wide range of health topics selected from approximately 1,400 government and non profit organizations to bring you the best, most reliable health information on the Internet. We invite you to review our quality guidelines to learn more about how resources on healthfinder.gov are reviewed and selected. healthfinder.gov content syndication lets you add easy to read, actionable, and evidence based health information to your website. This free service from the National Health Information Center provides award winning content from our Health Topics A to Z content. Content syndication is easy to use and maintenance free. You can even customize",9.59862407862408,13.4899262899263,13.3864864864865,12.5633899718382,10,11.807685365375,5
"91",91,91,"investor.gov",333207,533323,270970,1.600575618,86.36503135,333207,"http://investor.gov","Money and Business","https://www.investor.gov/about-us","FAIL",16,17,413,"10-19 errors"," Jump to content Welcome to Investor.gov! Brought to you by the SEC’s Office of Investor Education and Advocacy, Investor.gov is your online resource to help you make sound investment decisions and avoid fraud. Please take a minute to view our video below to see how Investor.gov can help you. The SEC's Office of Investor Education and Advocacy OIEA is dedicated to serving the needs of individual investors. It has three functional units: The Office of Investor Education carries out the SEC’s investor education program, which includes producing and distributing educational materials, leading educational seminars and investor oriented events, and partnering with federal agencies, state regulators, consumer groups and self regulatory organizations on investor literacy initiatives. The Office of Investor Assistance responds to questions, complaints, and suggestions from the members of the public. The Office handles investment related complaints and questions from tens of thousands of individual investors and others",13.9982774049217,18.7027591349739,16.1530201342282,15.9031890086143,13,15.5514491365476,9
